Date,Time,Scrip Name,Scrip Type,Quantity,Price,Value
20-10-2025,12:08:27,NIFTY 20 OCT 2025 PE 26050.00,SELL,150,206,30900
20-10-2025,12:08:29,NIFTY 20 OCT 2025 PE 26050.00,BUY,150,206,30900
20-10-2025,12:08:31,NIFTY 20 OCT 2025 PE 26050.00,SELL,150,206,30900
20-10-2025,12:08:33,NIFTY 20 OCT 2025 PE 26050.00,BUY,150,204.25,30637.5
20-10-2025,12:08:46,NIFTY 20 OCT 2025 PE 26050.00,SELL,150,206,30900
20-10-2025,12:08:48,NIFTY 20 OCT 2025 PE 26050.00,BUY,150,207,31050
20-10-2025,12:08:51,NIFTY 20 OCT 2025 PE 26050.00,SELL,150,207,31050
20-10-2025,12:08:53,NIFTY 20 OCT 2025 PE 26050.00,BUY,150,205,30750
20-10-2025,12:09:37,NIFTY 20 OCT 2025 CE 25650.00,SELL,150,210.6,31590
20-10-2025,12:09:39,NIFTY 20 OCT 2025 CE 25650.00,BUY,150,210.35,31552.5
20-10-2025,12:09:41,NIFTY 20 OCT 2025 CE 25650.00,SELL,150,211.35,31702.5
20-10-2025,12:09:43,NIFTY 20 OCT 2025 CE 25650.00,BUY,150,210.5,31575
20-10-2025,12:09:45,NIFTY 20 OCT 2025 CE 25650.00,SELL,150,211,31650
20-10-2025,12:09:47,NIFTY 20 OCT 2025 CE 25650.00,BUY,150,211.35,31702.5
20-10-2025,12:09:49,NIFTY 20 OCT 2025 CE 25650.00,SELL,150,210.55,31582.5
20-10-2025,12:09:52,NIFTY 20 OCT 2025 CE 25650.00,BUY,150,211,31650
20-10-2025,12:09:55,NIFTY 20 OCT 2025 CE 25650.00,SELL,150,210.75,31612.5
20-10-2025,12:09:57,NIFTY 20 OCT 2025 CE 25650.00,BUY,150,211.05,31657.5
20-10-2025,12:10:00,NIFTY 20 OCT 2025 CE 25650.00,SELL,150,211.5,31725
20-10-2025,12:10:02,NIFTY 20 OCT 2025 CE 25650.00,BUY,150,211.65,31747.5
20-10-2025,12:10:05,NIFTY 20 OCT 2025 CE 25650.00,SELL,150,211.35,31702.5
20-10-2025,12:10:08,NIFTY 20 OCT 2025 CE 25650.00,BUY,150,211.3,31695
20-10-2025,12:10:12,NIFTY 20 OCT 2025 CE 25650.00,SELL,150,213.25,31987.5
20-10-2025,12:10:15,NIFTY 20 OCT 2025 CE 25650.00,BUY,150,213.3,31995
20-10-2025,12:10:18,NIFTY 20 OCT 2025 CE 25650.00,SELL,150,213.45,32017.5
20-10-2025,12:10:21,NIFTY 20 OCT 2025 CE 25650.00,BUY,150,213.7,32055
20-10-2025,12:10:24,NIFTY 20 OCT 2025 CE 25650.00,SELL,150,214.65,32197.5
20-10-2025,12:10:27,NIFTY 20 OCT 2025 CE 25650.00,BUY,150,214.95,32242.5
20-10-2025,12:10:30,NIFTY 20 OCT 2025 CE 25650.00,SELL,150,212.2,31830
20-10-2025,12:10:33,NIFTY 20 OCT 2025 CE 25650.00,BUY,150,210.8,31620
20-10-2025,12:10:39,NIFTY 20 OCT 2025 CE 25650.00,SELL,150,212.95,31942.5
20-10-2025,12:10:43,NIFTY 20 OCT 2025 CE 25650.00,BUY,150,212.5,31875
20-10-2025,12:11:35,NIFTY 20 OCT 2025 CE 25650.00,SELL,150,213.7,32055
20-10-2025,12:11:37,NIFTY 20 OCT 2025 CE 25650.00,BUY,150,214.15,32122.5
20-10-2025,12:11:39,NIFTY 20 OCT 2025 CE 25650.00,SELL,150,213.75,32062.5
20-10-2025,12:11:42,NIFTY 20 OCT 2025 CE 25650.00,BUY,150,215,32250
20-10-2025,12:11:44,NIFTY 20 OCT 2025 CE 25650.00,SELL,150,216.6,32490
20-10-2025,12:11:46,NIFTY 20 OCT 2025 CE 25650.00,BUY,150,214.4,32160
20-10-2025,12:11:48,NIFTY 20 OCT 2025 CE 25650.00,SELL,150,216.35,32452.5
20-10-2025,12:11:50,NIFTY 20 OCT 2025 CE 25650.00,BUY,150,215.35,32302.5
20-10-2025,12:11:53,NIFTY 20 OCT 2025 CE 25650.00,SELL,150,214.9,32235
20-10-2025,12:11:55,NIFTY 20 OCT 2025 CE 25650.00,BUY,150,215.6,32340
20-10-2025,12:11:57,NIFTY 20 OCT 2025 CE 25650.00,SELL,150,215.45,32317.5
20-10-2025,12:11:59,NIFTY 20 OCT 2025 CE 25650.00,BUY,150,214.8,32220
20-10-2025,12:12:01,NIFTY 20 OCT 2025 CE 25650.00,SELL,150,213.9,32085
20-10-2025,12:12:04,NIFTY 20 OCT 2025 CE 25650.00,BUY,150,214.25,32137.5
20-10-2025,12:12:06,NIFTY 20 OCT 2025 CE 25650.00,SELL,150,214.55,32182.5
20-10-2025,12:12:08,NIFTY 20 OCT 2025 CE 25650.00,BUY,150,214.65,32197.5
20-10-2025,12:12:10,NIFTY 20 OCT 2025 CE 25650.00,SELL,150,214.95,32242.5
20-10-2025,12:12:14,NIFTY 20 OCT 2025 CE 25650.00,BUY,150,213.55,32032.5
20-10-2025,12:12:16,NIFTY 20 OCT 2025 CE 25650.00,SELL,150,214.2,32130
20-10-2025,12:12:19,NIFTY 20 OCT 2025 CE 25650.00,BUY,150,214.25,32137.5
20-10-2025,12:12:22,NIFTY 20 OCT 2025 CE 25650.00,SELL,150,213.95,32092.5
20-10-2025,12:12:24,NIFTY 20 OCT 2025 CE 25650.00,BUY,150,212.85,31927.5
20-10-2025,12:12:36,NIFTY 20 OCT 2025 CE 25650.00,SELL,150,213.9,32085
20-10-2025,12:12:39,NIFTY 20 OCT 2025 CE 25650.00,BUY,150,213.35,32002.5
20-10-2025,12:12:59,NIFTY 20 OCT 2025 CE 25650.00,SELL,150,215,32250
20-10-2025,12:13:02,NIFTY 20 OCT 2025 CE 25650.00,BUY,150,214.25,32137.5
20-10-2025,12:13:05,NIFTY 20 OCT 2025 CE 25650.00,SELL,150,214.25,32137.5
20-10-2025,12:13:08,NIFTY 20 OCT 2025 CE 25650.00,BUY,150,210.6,31590
20-10-2025,12:13:11,NIFTY 20 OCT 2025 CE 25650.00,SELL,150,212.6,31890
20-10-2025,12:14:19,NIFTY 20 OCT 2025 PE 26050.00,SELL,150,196.75,29512.5
20-10-2025,12:15:00,NIFTY 20 OCT 2025 PE 26050.00,BUY,150,191.7,28755
20-10-2025,12:21:32,NIFTY 20 OCT 2025 PE 26050.00,BUY,300,196.15,58845
20-10-2025,12:26:48,NIFTY 20 OCT 2025 CE 25650.00,BUY,300,209.3,62790
20-10-2025,12:27:31,NIFTY 20 OCT 2025 PE 26050.00,SELL,300,188.3,56490
20-10-2025,12:28:19,NIFTY 20 OCT 2025 PE 26050.00,BUY,300,195.2,58560
20-10-2025,12:28:46,NIFTY 20 OCT 2025 PE 26050.00,SELL,300,186.55,55965
20-10-2025,12:30:41,NIFTY 20 OCT 2025 PE 26050.00,BUY,300,195,58500
20-10-2025,12:31:24,NIFTY 20 OCT 2025 CE 25650.00,SELL,300,207.05,62115
20-10-2025,12:31:55,NIFTY 20 OCT 2025 CE 25650.00,BUY,300,213.95,64185
20-10-2025,12:38:57,NIFTY 20 OCT 2025 PE 26050.00,SELL,300,184.35,55305
20-10-2025,12:47:34,NIFTY 20 OCT 2025 PE 26050.00,BUY,300,172.95,51885
20-10-2025,12:50:11,NIFTY 20 OCT 2025 PE 26050.00,SELL,300,166.95,50085
20-10-2025,12:50:24,NIFTY 20 OCT 2025 CE 25650.00,SELL,300,246.1,73830
20-10-2025,12:59:36,NIFTY 20 OCT 2025 PE 26100.00,BUY,300,206.1,61830
20-10-2025,12:59:43,NIFTY 20 OCT 2025 CE 25700.00,BUY,300,199.75,59925
20-10-2025,13:01:26,NIFTY 20 OCT 2025 PE 26100.00,SELL,300,196.8,59040
20-10-2025,13:08:45,NIFTY 20 OCT 2025 PE 26100.00,BUY,300,191.15,57345
20-10-2025,13:08:52,NIFTY 20 OCT 2025 CE 25700.00,SELL,300,211.25,63375
20-10-2025,13:09:15,NIFTY 20 OCT 2025 CE 25700.00,BUY,300,217.05,65115
20-10-2025,13:10:49,NIFTY 20 OCT 2025 CE 25700.00,SELL,300,208.95,62685
20-10-2025,13:11:10,NIFTY 20 OCT 2025 CE 25700.00,BUY,300,216.4,64920
20-10-2025,13:15:47,NIFTY 20 OCT 2025 CE 25700.00,SELL,300,208.95,62685
20-10-2025,13:18:53,NIFTY 20 OCT 2025 PE 26100.00,SELL,300,220.35,66105
20-10-2025,13:20:43,NIFTY 20 OCT 2025 CE 25700.00,BUY,300,199,59700
20-10-2025,13:21:07,NIFTY 20 OCT 2025 PE 26100.00,BUY,300,204.9,61470
20-10-2025,13:29:04,NIFTY 20 OCT 2025 PE 26100.00,SELL,300,197.45,59235
20-10-2025,13:31:37,NIFTY 20 OCT 2025 PE 26100.00,BUY,300,204.4,61320
20-10-2025,13:34:36,NIFTY 20 OCT 2025 CE 25700.00,SELL,300,195.25,58575
20-10-2025,13:41:14,NIFTY 20 OCT 2025 PE 25950.00,BUY,600,71.4,42840
20-10-2025,13:41:40,NIFTY 20 OCT 2025 CE 25800.00,BUY,600,91.6,54960
20-10-2025,13:41:49,NIFTY 20 OCT 2025 PE 25950.00,SELL,600,67.1,40260
20-10-2025,13:42:21,NIFTY 20 OCT 2025 PE 25950.00,BUY,600,70,42000
20-10-2025,13:42:53,NIFTY 20 OCT 2025 CE 25800.00,SELL,600,88.1,52860
20-10-2025,13:44:22,NIFTY 20 OCT 2025 PE 25950.00,SELL,600,75.65,45390
20-10-2025,13:44:25,NIFTY 20 OCT 2025 PE 25950.00,BUY,600,76.15,45690
20-10-2025,13:44:27,NIFTY 20 OCT 2025 PE 25950.00,SELL,600,75.6,45360
20-10-2025,13:44:32,NIFTY 20 OCT 2025 CE 25800.00,BUY,600,85.6,51360
20-10-2025,13:44:47,NIFTY 20 OCT 2025 PE 25950.00,BUY,600,75.85,45510
20-10-2025,13:44:52,NIFTY 20 OCT 2025 PE 25950.00,SELL,600,74.65,44790
20-10-2025,13:45:15,NIFTY 20 OCT 2025 PE 25950.00,BUY,600,74.95,44970
20-10-2025,13:45:25,NIFTY 20 OCT 2025 PE 25950.00,SELL,600,72.4,43440
20-10-2025,13:46:38,NIFTY 20 OCT 2025 PE 25950.00,BUY,600,72.95,43770
20-10-2025,13:47:19,NIFTY 20 OCT 2025 CE 25800.00,SELL,600,84.75,50850
20-10-2025,14:36:48,NIFTY 20 OCT 2025 PE 25900.00,BUY,150,72.6,10890
20-10-2025,14:37:24,NIFTY 20 OCT 2025 PE 25900.00,SELL,150,69.5,10425
20-10-2025,14:37:28,NIFTY 20 OCT 2025 PE 25900.00,BUY,150,70.55,10582.5
20-10-2025,14:37:31,NIFTY 20 OCT 2025 CE 25750.00,BUY,150,84.8,12720
20-10-2025,14:37:32,NIFTY 20 OCT 2025 PE 25900.00,SELL,150,68.4,10260
20-10-2025,14:38:14,NIFTY 20 OCT 2025 CE 25750.00,SELL,150,82.9,12435
20-10-2025,14:38:15,NIFTY 20 OCT 2025 PE 25900.00,BUY,150,70.75,10612.5
20-10-2025,14:39:56,NIFTY 20 OCT 2025 CE 25750.00,BUY,150,63.8,9570
20-10-2025,14:39:58,NIFTY 20 OCT 2025 PE 25900.00,SELL,150,88.7,13305
20-10-2025,14:40:16,NIFTY 20 OCT 2025 PE 25900.00,BUY,150,88,13200
20-10-2025,14:40:22,NIFTY 20 OCT 2025 PE 25900.00,SELL,150,84.15,12622.5
20-10-2025,14:40:38,NIFTY 20 OCT 2025 PE 25900.00,BUY,150,84.7,12705
20-10-2025,14:40:45,NIFTY 20 OCT 2025 PE 25900.00,SELL,150,82,12300
20-10-2025,14:41:14,NIFTY 20 OCT 2025 PE 25900.00,BUY,150,84.45,12667.5
20-10-2025,14:41:27,NIFTY 20 OCT 2025 CE 25750.00,SELL,150,66.9,10035
20-10-2025,14:41:52,NIFTY 20 OCT 2025 CE 25750.00,BUY,150,69.1,10365
21-10-2025,13:45:05,SENSEX 23 OCT 2025 CE 84800.00,BUY,40,180.45,7218
21-10-2025,13:45:08,SENSEX 23 OCT 2025 CE 84800.00,SELL,40,165.55,6622
21-10-2025,13:45:15,SENSEX 23 OCT 2025 CE 84800.00,BUY,40,180.05,7202
21-10-2025,13:46:07,SENSEX 23 OCT 2025 CE 84800.00,SELL,40,164,6560
21-10-2025,13:48:36,SENSEX 23 OCT 2025 PE 84500.00,BUY,40,166,6640
21-10-2025,13:53:06,SENSEX 23 OCT 2025 PE 84500.00,BUY,40,205.2,8208
21-10-2025,13:53:34,SENSEX 23 OCT 2025 PE 84500.00,SELL,40,196.55,7862
21-10-2025,13:53:36,SENSEX 23 OCT 2025 PE 84500.00,BUY,40,193.95,7758
21-10-2025,13:53:39,SENSEX 23 OCT 2025 PE 84500.00,SELL,40,191.35,7654
21-10-2025,13:54:12,SENSEX 23 OCT 2025 PE 84500.00,BUY,40,192.9,7716
21-10-2025,13:54:54,SENSEX 23 OCT 2025 PE 84500.00,SELL,40,186,7440
21-10-2025,13:55:17,SENSEX 23 OCT 2025 PE 84500.00,BUY,40,191.55,7662
21-10-2025,13:56:15,SENSEX 23 OCT 2025 CE 84700.00,BUY,40,197.5,7900
21-10-2025,13:56:18,SENSEX 23 OCT 2025 PE 84500.00,SELL,40,183.6,7344
21-10-2025,13:56:35,SENSEX 23 OCT 2025 PE 84500.00,BUY,40,189.05,7562
21-10-2025,13:56:58,SENSEX 23 OCT 2025 CE 84700.00,SELL,40,184.15,7366
21-10-2025,14:02:46,SENSEX 23 OCT 2025 PE 84500.00,SELL,40,181,7240
21-10-2025,14:03:24,SENSEX 23 OCT 2025 PE 84500.00,BUY,40,189.25,7570
21-10-2025,14:06:11,SENSEX 23 OCT 2025 CE 84700.00,BUY,40,190.15,7606
21-10-2025,14:12:26,SENSEX 23 OCT 2025 PE 84500.00,SELL,40,178.8,7152
21-10-2025,14:18:07,SENSEX 23 OCT 2025 PE 84500.00,BUY,40,180.75,7230
21-10-2025,14:21:03,SENSEX 23 OCT 2025 CE 84700.00,SELL,40,180.5,7220
21-10-2025,14:27:26,SENSEX 23 OCT 2025 PE 84500.00,SELL,40,195.5,7820
21-10-2025,14:27:29,SENSEX 23 OCT 2025 PE 84500.00,BUY,40,194,7760
21-10-2025,14:27:34,SENSEX 23 OCT 2025 PE 84500.00,SELL,40,191.75,7670
21-10-2025,14:27:42,SENSEX 23 OCT 2025 PE 84500.00,BUY,40,196.65,7866
21-10-2025,14:31:02,SENSEX 23 OCT 2025 PE 84500.00,BUY,40,223.8,8952
21-10-2025,14:33:19,SENSEX 23 OCT 2025 PE 84500.00,SELL,40,212.65,8506
21-10-2025,14:33:21,SENSEX 23 OCT 2025 PE 84500.00,BUY,40,213.5,8540
21-10-2025,14:33:25,SENSEX 23 OCT 2025 PE 84500.00,SELL,40,210.45,8418
21-10-2025,14:33:39,SENSEX 23 OCT 2025 CE 84600.00,BUY,40,188.65,7546
21-10-2025,14:35:27,SENSEX 23 OCT 2025 PE 84500.00,BUY,40,209.4,8376
21-10-2025,14:35:55,SENSEX 23 OCT 2025 CE 84600.00,SELL,40,177.55,7102
21-10-2025,14:40:25,SENSEX 23 OCT 2025 PE 84300.00,BUY,40,175.2,7008
23-10-2025,09:51:18,SENSEX 23 OCT 2025 CE 85300.00,BUY,200,124.45,24890
23-10-2025,09:51:30,SENSEX 23 OCT 2025 PE 85100.00,BUY,200,131.6,26320
23-10-2025,09:51:57,SENSEX 23 OCT 2025 CE 85300.00,SELL,200,113.85,22770
24-10-2025,11:55:18,NIFTY 28 OCT 2025 PE 25900.00,BUY,300,103.25,30975
24-10-2025,11:56:18,NIFTY 28 OCT 2025 CE 25900.00,BUY,300,94.55,28365
24-10-2025,11:59:56,NIFTY 28 OCT 2025 PE 25900.00,SELL,300,106.4,31920
24-10-2025,12:00:57,NIFTY 28 OCT 2025 CE 25900.00,SELL,300,92.1,27630
24-10-2025,12:01:44,NIFTY 28 OCT 2025 PE 25900.00,BUY,300,102.5,30750
24-10-2025,12:02:17,NIFTY 28 OCT 2025 PE 25900.00,SELL,300,104.75,31425
24-10-2025,12:03:10,NIFTY 28 OCT 2025 PE 25900.00,BUY,300,110.8,33240
24-10-2025,12:05:11,NIFTY 28 OCT 2025 CE 25900.00,BUY,300,91.45,27435
24-10-2025,12:08:24,NIFTY 28 OCT 2025 PE 25900.00,SELL,300,101.45,30435
24-10-2025,12:11:11,NIFTY 28 OCT 2025 CE 25900.00,SELL,300,101.3,30390
24-10-2025,12:14:44,NIFTY 28 OCT 2025 PE 25900.00,BUY,300,96.9,29070
24-10-2025,12:15:35,NIFTY 28 OCT 2025 PE 25900.00,SELL,300,96.8,29040
24-10-2025,12:16:19,NIFTY 28 OCT 2025 CE 25900.00,BUY,300,97.65,29295
24-10-2025,12:16:25,NIFTY 28 OCT 2025 CE 25900.00,SELL,300,94.4,28320
24-10-2025,12:16:27,NIFTY 28 OCT 2025 PE 25900.00,BUY,300,101.5,30450
24-10-2025,12:21:41,NIFTY 28 OCT 2025 PE 25900.00,SELL,300,100.25,30075
24-10-2025,12:22:52,NIFTY 28 OCT 2025 CE 25900.00,BUY,300,97.4,29220
24-10-2025,12:25:00,NIFTY 28 OCT 2025 CE 25900.00,SELL,300,108.95,32685
24-10-2025,12:26:27,NIFTY 28 OCT 2025 PE 25900.00,BUY,300,91.4,27420
24-10-2025,12:26:58,NIFTY 28 OCT 2025 CE 25900.00,BUY,300,103.95,31185
24-10-2025,12:29:38,NIFTY 28 OCT 2025 CE 25900.00,SELL,300,96.65,28995
24-10-2025,12:30:20,NIFTY 28 OCT 2025 PE 25900.00,SELL,300,101.1,30330
24-10-2025,12:37:20,NIFTY 28 OCT 2025 CE 25900.00,BUY,300,95.9,28770
24-10-2025,12:37:53,NIFTY 28 OCT 2025 PE 25900.00,BUY,300,98.7,29610
24-10-2025,12:40:57,NIFTY 28 OCT 2025 CE 25900.00,SELL,300,90.1,27030
24-10-2025,12:42:25,NIFTY 28 OCT 2025 PE 25900.00,SELL,300,109.35,32805
24-10-2025,12:43:47,NIFTY 28 OCT 2025 PE 25900.00,BUY,300,102.25,30675
24-10-2025,12:43:53,NIFTY 28 OCT 2025 CE 25900.00,BUY,300,92.1,27630
24-10-2025,12:48:02,NIFTY 28 OCT 2025 CE 25900.00,SELL,300,86.15,25845
24-10-2025,12:48:50,NIFTY 28 OCT 2025 PE 25900.00,SELL,300,102.8,30840
24-10-2025,12:50:21,NIFTY 28 OCT 2025 CE 25900.00,BUY,300,85.6,25680
24-10-2025,12:50:49,NIFTY 28 OCT 2025 CE 25900.00,SELL,300,82.4,24720
24-10-2025,12:51:05,NIFTY 28 OCT 2025 PE 25900.00,BUY,300,111.35,33405
24-10-2025,12:52:58,NIFTY 28 OCT 2025 PE 25900.00,BUY,300,113.5,34050
24-10-2025,12:55:51,NIFTY 28 OCT 2025 PE 25900.00,SELL,300,125.2,37560
24-10-2025,12:58:05,NIFTY 28 OCT 2025 PE 25900.00,BUY,300,119.85,35955
24-10-2025,12:58:55,NIFTY 28 OCT 2025 PE 25900.00,SELL,300,123.5,37050
24-10-2025,13:00:40,NIFTY 28 OCT 2025 CE 25800.00,BUY,300,122.8,36840
24-10-2025,13:01:32,NIFTY 28 OCT 2025 CE 25800.00,SELL,300,126.7,38010
24-10-2025,13:01:35,NIFTY 28 OCT 2025 PE 25900.00,BUY,300,119.5,35850
24-10-2025,13:04:13,NIFTY 28 OCT 2025 PE 25900.00,SELL,300,115.75,34725
24-10-2025,13:05:55,NIFTY 28 OCT 2025 PE 25900.00,BUY,300,121.5,36450
24-10-2025,13:08:41,NIFTY 28 OCT 2025 CE 25800.00,BUY,300,127.3,38190
24-10-2025,13:13:33,NIFTY 28 OCT 2025 CE 25800.00,SELL,300,127.9,38370
24-10-2025,13:13:37,NIFTY 28 OCT 2025 PE 25900.00,SELL,300,120.75,36225
24-10-2025,13:14:40,NIFTY 28 OCT 2025 PE 25900.00,BUY,300,117.8,35340
24-10-2025,13:15:31,NIFTY 28 OCT 2025 PE 25900.00,SELL,300,122.25,36675
24-10-2025,13:15:51,NIFTY 28 OCT 2025 PE 25900.00,BUY,300,117.8,35340
24-10-2025,13:16:15,NIFTY 28 OCT 2025 PE 25900.00,SELL,300,121.3,36390
24-10-2025,13:16:59,NIFTY 28 OCT 2025 CE 25800.00,BUY,300,124,37200
24-10-2025,13:17:36,NIFTY 28 OCT 2025 CE 25800.00,SELL,300,120,36000
24-10-2025,13:17:38,NIFTY 28 OCT 2025 PE 25900.00,BUY,300,130.2,39060
24-10-2025,13:19:41,NIFTY 28 OCT 2025 PE 25900.00,SELL,300,125.55,37665
24-10-2025,13:21:04,NIFTY 28 OCT 2025 CE 25800.00,BUY,300,118,35400
24-10-2025,13:23:49,NIFTY 28 OCT 2025 CE 25800.00,SELL,300,111.45,33435
24-10-2025,13:23:49,NIFTY 28 OCT 2025 PE 25900.00,BUY,300,136.15,40845
24-10-2025,13:28:41,NIFTY 28 OCT 2025 PE 25900.00,SELL,300,136.05,40815
24-10-2025,13:29:21,NIFTY 28 OCT 2025 PE 25900.00,BUY,300,145.05,43515
24-10-2025,13:30:39,NIFTY 28 OCT 2025 PE 25850.00,BUY,300,119.2,35760
24-10-2025,13:31:32,NIFTY 28 OCT 2025 PE 25850.00,SELL,300,131.6,39480
24-10-2025,13:48:20,NIFTY 28 OCT 2025 PE 25800.00,BUY,300,126.35,37905
24-10-2025,13:48:53,NIFTY 28 OCT 2025 CE 25700.00,BUY,300,127.4,38220
24-10-2025,13:56:47,NIFTY 28 OCT 2025 PE 25800.00,SELL,300,120.45,36135
24-10-2025,13:57:42,NIFTY 28 OCT 2025 CE 25700.00,SELL,300,133.3,39990
24-10-2025,14:02:21,NIFTY 28 OCT 2025 CE 25700.00,BUY,300,131.7,39510
24-10-2025,14:02:22,NIFTY 28 OCT 2025 PE 25800.00,BUY,300,123.95,37185
24-10-2025,14:02:48,NIFTY 28 OCT 2025 CE 25700.00,SELL,300,134.7,40410
24-10-2025,14:06:08,NIFTY 28 OCT 2025 PE 25800.00,SELL,300,114.2,34260
24-10-2025,14:07:49,NIFTY 28 OCT 2025 CE 25700.00,BUY,300,142.25,42675
24-10-2025,14:09:31,NIFTY 28 OCT 2025 PE 25800.00,BUY,300,116.2,34860
24-10-2025,14:10:08,NIFTY 28 OCT 2025 PE 25800.00,SELL,300,110.85,33255
24-10-2025,14:15:48,NIFTY 28 OCT 2025 PE 25800.00,BUY,300,107.7,32310
24-10-2025,14:17:18,NIFTY 28 OCT 2025 PE 25800.00,SELL,300,100.1,30030
24-10-2025,14:18:31,NIFTY 28 OCT 2025 CE 25750.00,BUY,300,121.35,36405
24-10-2025,14:19:38,NIFTY 28 OCT 2025 PE 25850.00,BUY,300,134.3,40290
